order_id,product_id,quantity,unit_price,discount_pct
10091,20,1,519.58,0.05
10091,32,1,517.32,0
10092,14,1,653.36,0
10092,10,2,490.4,0.1
10093,39,1,559.67,0
10094,33,1,628.13,0
10094,12,2,292.67,0.2
10095,5,1,1832.85,0
10096,5,1,1832.85,0
10097,25,1,263.93,0
10098,5,1,1832.85,0.1
10098,1,3,2003.11,0
10099,6,1,1196.57,0
10099,23,1,379.72,0
10099,12,1,292.67,0
10100,36,3,636.41,0
10100,32,1,517.32,0
10101,3,1,744.71,0.1
10102,31,1,711.41,0
10103,27,1,323.57,0
10103,31,1,711.41,0
10104,28,2,168.45,0
10104,20,1,519.58,0
10104,7,1,1487.56,0.1
10105,10,1,490.4,0
10105,32,3,517.32,0
10106,14,3,653.36,0
10107,4,1,668.78,0.05
10108,10,2,490.4,0
10108,14,1,653.36,0
10109,36,2,636.41,0.05
10109,34,1,590.58,0.1
10110,19,2,536.57,0
10110,30,2,320.39,0.1
10110,21,1,144.14,0.05
10111,38,1,249.52,0
10112,1,2,2003.11,0.2
10113,26,1,133.44,0.1
10114,10,1,490.4,0
10115,24,1,108.36,0
10115,10,1,490.4,0
10115,35,1,318.51,0
10116,26,1,133.44,0.05
10117,18,1,230.79,0.2
10117,12,1,292.67,0
10117,4,1,668.78,0.05
10118,8,1,1334.24,0.1
10119,25,3,263.93,0
10120,21,1,144.14,0.2
10121,4,1,668.78,0
10122,25,1,263.93,0.1
10122,15,1,425.88,0
10123,36,1,636.41,0.05
10124,29,1,313.35,0
10124,39,1,559.67,0.05
10124,33,1,628.13,0.05
10125,6,1,1196.57,0.2
10125,3,1,744.71,0
10126,22,1,180.93,0.05
10127,27,1,323.57,0.05
10128,10,1,490.4,0
10129,28,1,168.45,0
10130,13,1,781.66,0
10131,2,1,1247.52,0
10131,26,1,133.44,0
10132,30,1,320.39,0.05
10132,10,1,490.4,0
10133,11,1,423.21,0.05
10134,2,3,1247.52,0
10134,4,1,668.78,0.1
10135,7,2,1487.56,0
10136,40,1,337.89,0
10137,34,1,590.58,0.1
10138,14,1,653.36,0
10139,4,2,668.78,0
10140,8,1,1334.24,0
10141,11,1,423.21,0
10142,28,2,168.45,0
10143,28,1,168.45,0.05
10143,23,1,379.72,0
10143,17,1,639.8,0
10144,29,1,313.35,0
10144,33,1,628.13,0
10145,40,2,337.89,0
10146,29,1,313.35,0.05
10146,22,1,180.93,0
10147,19,1,536.57,0
10148,24,1,108.36,0.1
10149,25,2,263.93,0.1
10150,21,1,144.14,0
10151,37,1,421.81,0
10152,23,1,379.72,0
10152,3,1,744.71,0
10152,2,2,1247.52,0
10153,24,2,108.36,0
10154,40,1,337.89,0
10155,27,1,323.57,0
10155,39,1,559.67,0
10156,32,1,517.32,0
10156,10,1,490.4,0
10157,23,1,379.72,0.05
10158,12,1,292.67,0
10159,28,2,168.45,0.05
10160,18,2,230.79,0
10161,34,2,590.58,0.1
10162,19,1,536.57,0
10163,37,1,421.81,0.2
10164,33,1,628.13,0.05
10165,31,1,711.41,0
10165,25,1,263.93,0
10166,5,1,1832.85,0.1
10167,9,1,1250.47,0
10168,10,1,490.4,0
10168,34,1,590.58,0.05
10168,37,1,421.81,0
10169,21,1,144.14,0.1
10170,16,1,874.98,0.1
10171,40,1,337.89,0.05
10171,5,3,1832.85,0
10172,21,1,144.14,0.1
10172,29,2,313.35,0.05
10173,7,2,1487.56,0.05
10174,18,1,230.79,0
10174,31,2,711.41,0.1
10175,31,1,711.41,0
10176,36,1,636.41,0.05
10177,19,1,536.57,0.05
10178,18,1,230.79,0
10178,37,1,421.81,0.05
10179,9,1,1250.47,0
10179,24,1,108.36,0
10180,8,1,1334.24,0.05
10180,13,1,781.66,0.05
10181,8,1,1334.24,0
10182,40,1,337.89,0
10183,30,1,320.39,0.05
10184,3,2,744.71,0.1
10185,17,1,639.8,0.1
10186,30,2,320.39,0
10187,34,1,590.58,0
10188,25,1,263.93,0
10188,36,1,636.41,0.05
10189,13,1,781.66,0.2
10189,8,1,1334.24,0.1
10190,38,3,249.52,0
10191,25,1,263.93,0
10192,4,1,668.78,0
10193,24,1,108.36,0
10193,3,2,744.71,0.2
10194,28,2,168.45,0.1
10194,25,1,263.93,0
10195,28,1,168.45,0.1
10196,34,3,590.58,0.1
10196,33,1,628.13,0.05
10196,1,1,2003.11,0
10197,25,1,263.93,0
10197,6,1,1196.57,0.05
10198,23,1,379.72,0.2
10198,2,2,1247.52,0
10199,35,2,318.51,0
10200,37,2,421.81,0
10200,3,2,744.71,0.2
10201,3,1,744.71,0
10201,14,1,653.36,0.05
10201,23,2,379.72,0.1
10202,22,1,180.93,0
10203,38,1,249.52,0
10204,20,1,519.58,0
10205,14,2,653.36,0
10206,33,1,628.13,0
10207,33,1,628.13,0.05
10207,23,1,379.72,0
10207,16,1,874.98,0
10208,29,1,313.35,0
10208,32,1,517.32,0.1
10209,13,1,781.66,0
10210,9,1,1250.47,0
10211,31,1,711.41,0
10212,22,1,180.93,0
10213,15,1,425.88,0
10213,3,1,744.71,0
10214,35,1,318.51,0
10214,30,1,320.39,0.1
10214,33,1,628.13,0
10215,28,1,168.45,0
10216,35,1,318.51,0
10217,8,2,1334.24,0
10217,27,1,323.57,0.1
10218,25,1,263.93,0
10219,12,1,292.67,0
10220,5,1,1832.85,0
10221,26,1,133.44,0
10222,17,1,639.8,0.05
10223,25,1,263.93,0.1
10224,9,1,1250.47,0
10225,12,1,292.67,0
10225,37,1,421.81,0.05
10226,16,1,874.98,0
10226,35,1,318.51,0
10226,12,1,292.67,0
10227,26,1,133.44,0.05
10227,15,1,425.88,0
10227,5,3,1832.85,0.05
10228,32,2,517.32,0.2
10228,14,1,653.36,0
10229,18,1,230.79,0.1
10230,3,1,744.71,0.1
10231,36,1,636.41,0.05
10231,21,1,144.14,0
10232,16,1,874.98,0.1
10233,7,2,1487.56,0.1
10233,20,2,519.58,0
10234,30,1,320.39,0.05
10234,17,1,639.8,0
10235,7,1,1487.56,0.1
10235,18,1,230.79,0.1
10236,29,1,313.35,0
10237,3,1,744.71,0
10237,18,2,230.79,0
10238,32,1,517.32,0.05
10239,6,1,1196.57,0
10240,8,1,1334.24,0
10241,31,1,711.41,0.1
10242,1,2,2003.11,0.2
10243,37,1,421.81,0.05
10244,11,1,423.21,0.05
10244,17,1,639.8,0
10245,35,1,318.51,0
10245,23,1,379.72,0
10246,17,2,639.8,0
10246,33,1,628.13,0.1
10247,3,1,744.71,0
10248,27,1,323.57,0.1
10248,26,1,133.44,0.1
10249,39,3,559.67,0
10250,9,1,1250.47,0.05
10251,36,1,636.41,0
10252,15,2,425.88,0.1
10253,29,1,313.35,0.05
10254,4,1,668.78,0.05
10255,15,2,425.88,0.1
10255,8,3,1334.24,0.2
10256,7,2,1487.56,0.05
10257,13,1,781.66,0
10258,39,1,559.67,0
10258,38,1,249.52,0
10259,34,1,590.58,0
10260,1,1,2003.11,0.2
10260,12,3,292.67,0
10261,25,1,263.93,0
10261,10,1,490.4,0.05
10261,28,1,168.45,0.05
10262,26,1,133.44,0
10262,4,1,668.78,0
10263,35,1,318.51,0
10264,6,1,1196.57,0
10264,12,1,292.67,0.05
10264,22,1,180.93,0
10265,1,1,2003.11,0.1
10266,17,1,639.8,0.1
10267,36,2,636.41,0
10267,30,2,320.39,0.05
10268,36,2,636.41,0
10269,5,1,1832.85,0
10269,17,1,639.8,0
10270,16,1,874.98,0
10271,7,1,1487.56,0.2
10272,1,2,2003.11,0.05
10273,8,1,1334.24,0
10274,4,1,668.78,0.1
10275,39,1,559.67,0
10276,14,1,653.36,0
10276,11,3,423.21,0
10276,26,3,133.44,0.1
10277,23,1,379.72,0.05
10277,21,1,144.14,0.05
10278,25,1,263.93,0.05
10279,25,1,263.93,0.05
10279,38,1,249.52,0.05
10280,19,3,536.57,0
10281,15,2,425.88,0.1
10282,31,1,711.41,0
10282,19,1,536.57,0
10283,25,1,263.93,0
10283,15,1,425.88,0.05
10284,17,2,639.8,0.1
10285,35,1,318.51,0.2
10286,31,3,711.41,0.1
10286,29,1,313.35,0
10286,16,1,874.98,0
10287,32,2,517.32,0.1
10288,30,1,320.39,0
10289,29,1,313.35,0
10290,5,1,1832.85,0
10291,10,1,490.4,0.1
10292,28,1,168.45,0.1
10292,10,1,490.4,0.1
10293,18,2,230.79,0.1
10294,39,1,559.67,0.1
10295,14,1,653.36,0.1
10296,6,1,1196.57,0
10296,39,1,559.67,0
10297,18,2,230.79,0
10298,29,1,313.35,0
10299,8,1,1334.24,0
10299,6,1,1196.57,0.1
10299,21,1,144.14,0
10300,5,2,1832.85,0.1
10300,2,1,1247.52,0.1
10300,15,1,425.88,0.1
10301,39,2,559.67,0.1
10301,1,1,2003.11,0.05
10302,40,2,337.89,0
10303,22,2,180.93,0.1
10303,25,1,263.93,0.2
10304,7,1,1487.56,0.05
10304,5,1,1832.85,0
10305,6,3,1196.57,0
10306,13,1,781.66,0
10307,16,1,874.98,0
10307,7,1,1487.56,0
10307,27,1,323.57,0.1
10308,11,2,423.21,0
10308,17,1,639.8,0
10309,20,2,519.58,0.1
10310,13,3,781.66,0
10311,4,1,668.78,0.2
10312,38,2,249.52,0.05
10313,5,1,1832.85,0
10314,38,2,249.52,0
10314,5,2,1832.85,0.1
10314,40,1,337.89,0.1
10315,11,1,423.21,0
10316,10,1,490.4,0.1
10317,24,2,108.36,0
10318,2,1,1247.52,0
10318,14,1,653.36,0.1
10319,38,3,249.52,0
10319,26,1,133.44,0.1
10320,17,1,639.8,0.1
10321,1,3,2003.11,0
10322,18,1,230.79,0
10323,4,1,668.78,0
10324,14,1,653.36,0
10325,36,1,636.41,0
10325,5,2,1832.85,0
10325,28,1,168.45,0
10326,10,2,490.4,0.05
10327,5,1,1832.85,0
10328,14,1,653.36,0.05
10329,27,1,323.57,0
10330,16,1,874.98,0.1
10331,34,1,590.58,0
10332,14,1,653.36,0
10332,18,3,230.79,0
10333,25,1,263.93,0.2
10334,27,1,323.57,0.05
10335,34,3,590.58,0.05
10336,6,2,1196.57,0
10336,16,1,874.98,0
10337,2,1,1247.52,0.05
10337,17,1,639.8,0.1
10337,1,1,2003.11,0.05
10338,16,1,874.98,0
10339,11,1,423.21,0
10340,28,1,168.45,0.1
10340,20,1,519.58,0
10341,36,1,636.41,0
10341,13,1,781.66,0.05
10341,12,2,292.67,0.05
10342,38,1,249.52,0
10343,40,1,337.89,0.05
10344,3,1,744.71,0.1
10344,5,1,1832.85,0
10345,34,1,590.58,0
10346,37,1,421.81,0
10346,28,2,168.45,0
10347,20,1,519.58,0.2
10348,36,1,636.41,0
10349,39,1,559.67,0
10349,14,1,653.36,0.2
10349,17,1,639.8,0
10350,34,1,590.58,0.1
10351,28,1,168.45,0.1
10351,3,1,744.71,0
10352,17,1,639.8,0
10353,10,2,490.4,0
10354,12,1,292.67,0
10354,39,1,559.67,0
10355,35,1,318.51,0.05
10356,26,1,133.44,0.2
10356,11,1,423.21,0
10357,7,1,1487.56,0
10358,9,1,1250.47,0.05
10358,15,1,425.88,0
10359,15,1,425.88,0
10360,22,1,180.93,0
10360,13,2,781.66,0
10361,32,1,517.32,0
10361,31,2,711.41,0.1
10362,8,1,1334.24,0
10363,39,1,559.67,0
10363,11,1,423.21,0
10364,31,1,711.41,0
10364,40,1,337.89,0.1
10364,1,2,2003.11,0.2
10365,40,1,337.89,0.05
10366,4,1,668.78,0.2
10366,31,1,711.41,0
10367,14,1,653.36,0
10368,26,1,133.44,0.05
10369,1,1,2003.11,0
10370,15,1,425.88,0
10371,27,1,323.57,0.2
10371,16,2,874.98,0.1
10372,38,1,249.52,0.1
10373,2,2,1247.52,0
10374,29,1,313.35,0.1
10374,23,2,379.72,0
10374,8,1,1334.24,0.05
10375,26,1,133.44,0.1
10376,37,1,421.81,0
10376,7,2,1487.56,0
10377,6,1,1196.57,0
10378,27,1,323.57,0
10378,25,1,263.93,0
10379,15,1,425.88,0
10380,4,1,668.78,0
10381,33,1,628.13,0.1
10382,20,1,519.58,0
10382,11,1,423.21,0
10382,10,1,490.4,0.1
10383,30,2,320.39,0.2
10384,32,1,517.32,0.1
10385,36,1,636.41,0.1
10385,29,1,313.35,0.1
10386,11,2,423.21,0.1
10387,25,1,263.93,0
10388,18,2,230.79,0
10388,33,1,628.13,0
10389,9,1,1250.47,0
10390,29,1,313.35,0.2
10391,17,1,639.8,0
10392,14,1,653.36,0
10392,21,2,144.14,0.2
10393,22,3,180.93,0.2
10394,34,1,590.58,0
10395,3,1,744.71,0
10395,19,1,536.57,0.1
10396,24,1,108.36,0.2
10397,21,1,144.14,0.2
10398,17,2,639.8,0
10398,36,1,636.41,0.1
10399,26,1,133.44,0
10400,14,1,653.36,0
10400,29,1,313.35,0
10401,4,1,668.78,0
10402,24,1,108.36,0.2
10403,11,1,423.21,0.05
10404,30,2,320.39,0.1
10405,20,1,519.58,0.05
10405,1,1,2003.11,0.05
10406,16,1,874.98,0.05
10407,36,1,636.41,0
10407,19,1,536.57,0
10407,1,1,2003.11,0
10408,34,1,590.58,0
10408,33,1,628.13,0.05
10409,39,1,559.67,0.1
10409,8,2,1334.24,0
10410,18,2,230.79,0.1
10410,15,2,425.88,0.05
10411,21,1,144.14,0.2
10411,39,1,559.67,0
10412,10,1,490.4,0
10412,29,1,313.35,0.2
10413,35,1,318.51,0
10414,4,1,668.78,0
10415,21,1,144.14,0.2
10416,3,1,744.71,0
10417,24,2,108.36,0
10418,24,2,108.36,0
10419,13,2,781.66,0
10420,8,2,1334.24,0
10421,29,1,313.35,0.05
10422,17,1,639.8,0
10422,40,1,337.89,0
10422,28,1,168.45,0
10423,16,1,874.98,0
10424,25,1,263.93,0.05
10425,5,1,1832.85,0
10425,29,1,313.35,0
10426,6,2,1196.57,0.2
10427,36,1,636.41,0.05
10427,24,1,108.36,0
10428,23,1,379.72,0.2
10429,13,1,781.66,0
10430,23,1,379.72,0
10431,7,1,1487.56,0
10432,37,3,421.81,0
10432,6,1,1196.57,0
10433,14,1,653.36,0
10433,12,2,292.67,0
10434,31,2,711.41,0
10435,30,1,320.39,0.05
10435,35,1,318.51,0.1
10435,13,1,781.66,0
10436,22,1,180.93,0.1
10436,8,1,1334.24,0
10437,22,1,180.93,0
10437,3,1,744.71,0
10438,10,2,490.4,0.05
10439,35,3,318.51,0
10439,37,2,421.81,0.05
10440,38,1,249.52,0.05
10441,39,2,559.67,0
10442,15,1,425.88,0
10443,36,1,636.41,0
10444,27,1,323.57,0.2
10445,26,2,133.44,0.05
10445,12,1,292.67,0
10446,35,3,318.51,0.1
10447,32,2,517.32,0.05
10448,5,1,1832.85,0
10449,1,1,2003.11,0
10450,2,1,1247.52,0.1
10451,19,2,536.57,0
10452,38,1,249.52,0.1
10452,17,3,639.8,0.05
10452,26,1,133.44,0.2
10453,3,1,744.71,0
10453,21,1,144.14,0
10454,29,2,313.35,0
10454,11,2,423.21,0
10455,31,1,711.41,0.1
10455,19,1,536.57,0
10455,4,1,668.78,0
10456,16,2,874.98,0
10457,33,1,628.13,0
10457,21,1,144.14,0
10458,15,1,425.88,0
10459,18,1,230.79,0
10460,28,1,168.45,0
10461,5,2,1832.85,0.2
10462,19,1,536.57,0
10463,4,1,668.78,0
10464,30,3,320.39,0.2
10464,9,1,1250.47,0
10465,29,1,313.35,0
10466,40,1,337.89,0
10467,18,1,230.79,0.05
10467,29,1,313.35,0.05
10467,11,1,423.21,0
10468,24,1,108.36,0.2
10469,38,1,249.52,0.1
10469,10,1,490.4,0.1
10469,3,1,744.71,0.05
10470,24,1,108.36,0.2
10470,13,1,781.66,0.05
10471,17,1,639.8,0.05
10472,29,1,313.35,0.2
10473,23,2,379.72,0.1
10473,5,1,1832.85,0
10474,28,1,168.45,0.2
10474,31,1,711.41,0
10474,28,1,168.45,0
10475,39,1,559.67,0
10476,36,1,636.41,0
10477,24,1,108.36,0.2
10477,27,2,323.57,0.2
10477,30,2,320.39,0.2
10478,37,1,421.81,0
10478,36,1,636.41,0.1
10479,2,1,1247.52,0
10480,28,1,168.45,0
10481,39,1,559.67,0.2
10481,25,1,263.93,0.05
10482,27,1,323.57,0
10483,13,1,781.66,0.05
10484,30,1,320.39,0.1
10485,32,1,517.32,0.1
10485,24,1,108.36,0.2
10486,2,1,1247.52,0
10486,29,1,313.35,0.2
10487,13,1,781.66,0
10488,5,3,1832.85,0
10489,2,1,1247.52,0
10490,17,1,639.8,0.1
10490,39,2,559.67,0.1
10491,25,1,263.93,0
10491,23,2,379.72,0.2
10491,20,2,519.58,0
10492,14,1,653.36,0.1
10492,29,1,313.35,0.2
10493,14,1,653.36,0
10493,5,1,1832.85,0.05
10494,6,1,1196.57,0.1
10495,28,1,168.45,0.2
10496,5,1,1832.85,0
10497,39,2,559.67,0
10498,37,2,421.81,0
10499,6,3,1196.57,0.05
10500,7,1,1487.56,0.1
10501,23,1,379.72,0.2
10502,10,1,490.4,0
10503,2,1,1247.52,0
10504,3,2,744.71,0.2
10505,29,1,313.35,0
10506,26,1,133.44,0.2
10507,39,1,559.67,0
10508,39,2,559.67,0
10508,40,1,337.89,0
10509,38,1,249.52,0
10509,37,1,421.81,0
10509,35,2,318.51,0
10510,40,1,337.89,0
10510,4,1,668.78,0.05
10511,23,1,379.72,0
10511,40,1,337.89,0.2
10511,9,1,1250.47,0
10512,29,1,313.35,0.2
10513,25,1,263.93,0
10514,34,1,590.58,0
10515,26,1,133.44,0.2
10516,28,1,168.45,0.2
10517,27,2,323.57,0.2
10518,3,1,744.71,0.05
10519,18,1,230.79,0.1
10519,24,1,108.36,0.2
10520,1,1,2003.11,0
10521,30,1,320.39,0.2
10522,26,2,133.44,0.2
10523,30,1,320.39,0.2
10524,13,1,781.66,0.05
10525,25,1,263.93,0
10526,14,2,653.36,0.05
10526,19,1,536.57,0
10527,38,1,249.52,0
10527,7,1,1487.56,0
10528,17,1,639.8,0
10529,40,1,337.89,0.05
10529,21,1,144.14,0.05
10530,14,1,653.36,0.05
10530,23,1,379.72,0.2
10531,2,2,1247.52,0
10532,18,1,230.79,0.05
10533,28,1,168.45,0
10534,35,1,318.51,0.1
10535,20,1,519.58,0
10535,6,1,1196.57,0.1
10536,25,1,263.93,0.2
10537,18,1,230.79,0.1
10538,6,2,1196.57,0
10539,4,1,668.78,0
10540,20,1,519.58,0.1
10540,39,1,559.67,0.1
10541,39,2,559.67,0
10541,40,1,337.89,0.2
10542,36,1,636.41,0
10543,18,1,230.79,0.1
10544,24,1,108.36,0
10544,11,1,423.21,0.1
10545,29,1,313.35,0
10545,32,3,517.32,0
10546,4,1,668.78,0
10546,27,1,323.57,0
10547,25,1,263.93,0.2
10548,22,2,180.93,0
10548,4,1,668.78,0
10549,16,3,874.98,0.05
10549,35,1,318.51,0
10550,31,1,711.41,0
10550,24,1,108.36,0.05
10551,15,1,425.88,0.05
10552,40,1,337.89,0
10553,28,1,168.45,0.2
10554,32,1,517.32,0.1
10554,15,2,425.88,0
10554,22,1,180.93,0
10555,30,1,320.39,0.2
10556,28,1,168.45,0.1
10557,9,1,1250.47,0
10558,11,1,423.21,0
10559,6,1,1196.57,0
10560,34,1,590.58,0
10561,4,1,668.78,0.1
10561,21,1,144.14,0.05
10562,30,1,320.39,0.2
10563,7,1,1487.56,0
10563,15,1,425.88,0.05
10564,27,1,323.57,0
10565,15,1,425.88,0
10565,14,1,653.36,0.1
10565,35,1,318.51,0.1
10566,1,1,2003.11,0
10567,40,1,337.89,0
10567,1,2,2003.11,0.05
10568,39,1,559.67,0
10569,25,1,263.93,0.1
10570,34,1,590.58,0
10571,5,1,1832.85,0
10572,2,1,1247.52,0.05
10572,9,1,1250.47,0
10572,5,1,1832.85,0
10573,9,1,1250.47,0.05
10574,13,1,781.66,0
10575,40,1,337.89,0.1
10576,10,1,490.4,0
10577,28,1,168.45,0.2
10578,25,1,263.93,0
10579,4,1,668.78,0.2
10579,6,1,1196.57,0
10580,37,2,421.81,0.2
10580,25,2,263.93,0.1
10581,29,1,313.35,0.2
10581,28,3,168.45,0
10582,28,1,168.45,0.2
10583,20,1,519.58,0.2
10584,7,2,1487.56,0.1
10584,29,1,313.35,0.2
10585,22,1,180.93,0
10585,3,1,744.71,0
10586,28,1,168.45,0.2
10587,21,1,144.14,0
10588,26,1,133.44,0.1
10589,21,1,144.14,0.2
10589,3,2,744.71,0.1
10590,15,2,425.88,0
10591,4,1,668.78,0
10592,18,1,230.79,0
10592,24,1,108.36,0
10593,39,1,559.67,0
10593,35,1,318.51,0
10594,14,2,653.36,0.1
10595,8,1,1334.24,0
10595,12,1,292.67,0.05
10595,19,3,536.57,0
10596,8,1,1334.24,0.1
10597,16,1,874.98,0.05
10598,32,1,517.32,0
10599,1,2,2003.11,0
10600,19,2,536.57,0
10601,12,2,292.67,0
10601,35,1,318.51,0.1
10602,17,1,639.8,0
10603,27,1,323.57,0.05
10603,33,2,628.13,0
10603,38,1,249.52,0
10604,23,1,379.72,0.1
10604,29,1,313.35,0.1
10605,11,1,423.21,0
10606,40,1,337.89,0.1
10607,9,1,1250.47,0
10608,40,1,337.89,0
10609,31,1,711.41,0
10609,40,2,337.89,0.1
10610,32,1,517.32,0
10611,5,1,1832.85,0
10612,12,1,292.67,0
10613,23,1,379.72,0.1
10614,35,1,318.51,0
10615,30,1,320.39,0
10616,17,1,639.8,0.1
10617,11,1,423.21,0
10618,32,1,517.32,0
10619,3,1,744.71,0
10620,12,1,292.67,0.1
10621,36,1,636.41,0.1
10621,25,1,263.93,0
10622,23,1,379.72,0
10623,17,2,639.8,0
10624,38,1,249.52,0
10625,2,1,1247.52,0.05
10626,7,1,1487.56,0
10627,26,1,133.44,0
10627,38,1,249.52,0
10628,12,1,292.67,0
10629,25,2,263.93,0
10630,34,1,590.58,0
10630,6,1,1196.57,0
10630,33,1,628.13,0
10631,38,2,249.52,0.05
10632,8,1,1334.24,0
10633,1,2,2003.11,0
10634,19,2,536.57,0
10634,27,1,323.57,0.2
10635,9,1,1250.47,0.1
10635,36,1,636.41,0
10636,24,2,108.36,0
10637,32,2,517.32,0.05
10637,13,1,781.66,0
10638,30,2,320.39,0.1
10639,26,1,133.44,0.05
10640,17,1,639.8,0.05
10641,14,2,653.36,0
10641,13,1,781.66,0.05
10642,26,1,133.44,0.2
10643,30,1,320.39,0
10643,14,1,653.36,0
10643,36,1,636.41,0
10644,17,1,639.8,0.1
10645,6,1,1196.57,0.1
10646,19,1,536.57,0
10647,35,1,318.51,0
10648,6,1,1196.57,0
10649,5,1,1832.85,0
10650,16,1,874.98,0.05
10650,28,1,168.45,0.1
10651,14,1,653.36,0
10652,10,1,490.4,0.1
10653,29,1,313.35,0
10654,3,2,744.71,0
10655,17,1,639.8,0.1
10655,27,1,323.57,0
10656,17,1,639.8,0
10656,33,1,628.13,0.1
10656,14,1,653.36,0
10657,40,1,337.89,0
10658,14,1,653.36,0
10658,26,1,133.44,0
10659,6,1,1196.57,0
10660,35,1,318.51,0
10661,31,1,711.41,0
10662,38,2,249.52,0.05
10662,39,1,559.67,0.1
10663,36,1,636.41,0.2
10664,5,1,1832.85,0
10664,3,1,744.71,0.2
10665,22,1,180.93,0
10666,16,1,874.98,0
10667,40,1,337.89,0.1
10668,23,1,379.72,0
10669,37,1,421.81,0.1
10670,10,1,490.4,0
10671,10,1,490.4,0
10672,38,1,249.52,0.1
10673,14,1,653.36,0
10674,1,3,2003.11,0.1
10675,40,1,337.89,0.2
10676,17,1,639.8,0
10677,27,1,323.57,0
10678,2,2,1247.52,0
10679,12,1,292.67,0.1
10680,31,1,711.41,0.1
10680,32,1,517.32,0
10680,7,1,1487.56,0
10681,20,1,519.58,0.1
10682,1,1,2003.11,0
10683,15,1,425.88,0.05
10683,33,1,628.13,0
10683,18,1,230.79,0.05
10684,10,2,490.4,0
10685,31,1,711.41,0
10686,32,2,517.32,0
10687,31,1,711.41,0.2
10688,20,1,519.58,0.05
10689,13,2,781.66,0.05
10690,18,1,230.79,0
10691,15,1,425.88,0
10692,24,2,108.36,0
10693,18,1,230.79,0
10694,30,2,320.39,0
10694,33,2,628.13,0.1
