order_id,order_date,customer_id,channel,status
10166,2026-01-31,193,Marketplace,Devuelta
10167,2026-01-31,95,Marketplace,Completada
10168,2026-01-31,248,App,Completada
10169,2026-01-31,14,Web,Completada
10170,2026-01-31,20,Web,Completada
10171,2026-01-31,130,App,Completada
10172,2026-02-01,64,Web,Completada
10173,2026-02-01,237,Web,Completada
10174,2026-02-01,145,App,Completada
10175,2026-02-01,41,,Completada
10176,2026-02-01,294,Web,Devuelta
10177,2026-02-01,39,App,Completada
10178,2026-02-01,82,App,Completada
10179,2026-02-01,281,Web,Completada
10180,2026-02-01,66,App,Devuelta
10181,2026-02-01,171,Web,Completada
10182,2026-02-01,164,App,Cancelada
10183,2026-02-01,30,App,Completada
10184,2026-02-02,114,Web,Completada
10185,2026-02-02,85,App,Completada
10186,2026-02-02,102,App,Completada
10187,2026-02-02,299,Web,Cancelada
10188,2026-02-02,231,Web,Completada
10189,2026-02-02,13,Marketplace,Completada
10190,2026-02-03,33,Marketplace,Completada
10191,2026-02-03,193,Web,Completada
10192,2026-02-03,129,Web,Completada
10193,2026-02-03,48,App,Completada
10194,2026-02-03,1,App,Completada
10195,2026-02-04,78,Web,Completada
10196,2026-02-04,45,Web,Completada
10197,2026-02-04,5,Web,Completada
10198,2026-02-04,144,,Completada
10199,2026-02-04,63,Web,Completada
10200,2026-02-04,209,Web,Completada
10201,2026-02-04,24,Web,Completada
10202,2026-02-04,185,Web,Completada
10203,2026-02-04,233,App,Completada
10204,2026-02-05,130,Web,Completada
10205,2026-02-05,108,App,Completada
10206,2026-02-05,236,App,Completada
10207,2026-02-05,3,Web,Completada
10208,2026-02-06,170,App,Completada
10209,2026-02-06,205,App,Completada
10210,2026-02-06,126,Marketplace,Completada
10211,2026-02-06,81,Web,Completada
10212,2026-02-06,64,App,Completada
10213,2026-02-06,269,App,Completada
10214,2026-02-06,289,Web,Completada
10215,2026-02-06,263,App,Completada
10216,2026-02-07,207,App,Completada
10217,2026-02-07,263,Web,Completada
10218,2026-02-07,18,App,Completada
10219,2026-02-07,180,App,Completada
10220,2026-02-07,133,Web,Completada
10221,2026-02-07,36,App,Devuelta
10222,2026-02-08,265,Web,Completada
10223,2026-02-08,215,Marketplace,Completada
10224,2026-02-08,245,Web,Devuelta
10225,2026-02-08,30,App,Completada
10226,2026-02-08,273,App,Completada
10227,2026-02-08,33,App,Completada
10228,2026-02-08,60,App,Devuelta
10229,2026-02-09,299,Web,Completada
10230,2026-02-09,230,App,Completada
10231,2026-02-10,268,App,Completada
10232,2026-02-10,107,App,Completada
10233,2026-02-10,162,Marketplace,Completada
10234,2026-02-10,118,Web,Completada
10235,2026-02-10,116,Web,Completada
10236,2026-02-10,239,Web,Completada
10237,2026-02-10,4,App,Completada
10238,2026-02-10,176,Marketplace,Completada
10239,2026-02-11,1,Marketplace,Completada
10240,2026-02-11,8,Web,Completada
10241,2026-02-11,15,,Completada
10242,2026-02-11,158,App,Completada
10243,2026-02-11,85,Marketplace,Cancelada
10244,2026-02-11,53,App,Completada
10245,2026-02-11,222,,Completada
10246,2026-02-11,64,App,Cancelada
10247,2026-02-11,232,Marketplace,Devuelta
10248,2026-02-12,136,App,Devuelta
10249,2026-02-12,294,Web,Completada
10250,2026-02-12,139,App,Completada
10251,2026-02-12,276,App,Completada
10252,2026-02-12,172,App,Completada
10253,2026-02-13,140,Marketplace,Completada
10254,2026-02-13,216,App,Completada
10255,2026-02-13,90,Web,Completada
10256,2026-02-13,246,App,Completada
10257,2026-02-13,213,Web,Completada
10258,2026-02-13,201,Web,Completada
10259,2026-02-13,298,App,Completada
10260,2026-02-14,200,App,Completada
10261,2026-02-14,123,Web,Completada
10262,2026-02-14,140,App,Completada
10263,2026-02-14,36,Web,Completada
10264,2026-02-14,152,Web,Devuelta
10265,2026-02-14,158,Web,Completada
10266,2026-02-14,205,App,Completada
10267,2026-02-14,246,Web,Completada
10268,2026-02-15,243,App,Completada
10269,2026-02-15,225,Marketplace,Completada
10270,2026-02-15,14,App,Completada
10271,2026-02-15,267,Web,Completada
10272,2026-02-15,85,Web,Completada
10273,2026-02-15,93,App,Completada
10274,2026-02-15,213,App,Completada
10275,2026-02-16,69,App,Completada
10276,2026-02-16,10,App,Completada
10277,2026-02-16,77,App,Completada
10278,2026-02-16,230,Marketplace,Completada
10279,2026-02-17,102,App,Completada
10280,2026-02-17,86,Web,Cancelada
10281,2026-02-17,17,App,Completada
10282,2026-02-17,126,Marketplace,Completada
10283,2026-02-17,235,App,Completada
10284,2026-02-17,53,Web,Completada
10285,2026-02-17,215,Marketplace,Completada
10286,2026-02-18,34,App,Completada
10287,2026-02-18,29,Marketplace,Completada
10288,2026-02-18,25,App,Completada
10289,2026-02-18,57,App,Devuelta
10290,2026-02-18,214,Web,Completada
10291,2026-02-18,221,App,Completada
10292,2026-02-19,224,App,Completada
10293,2026-02-19,40,Web,Completada
10294,2026-02-19,110,Marketplace,Completada
10295,2026-02-19,65,Marketplace,Completada
10296,2026-02-19,150,Web,Cancelada
10297,2026-02-19,1,App,Completada
10298,2026-02-20,278,Marketplace,Devuelta
10299,2026-02-20,269,Marketplace,Completada
10300,2026-02-20,36,App,Completada
10301,2026-02-20,140,Web,Completada
10302,2026-02-20,64,Web,Completada
10303,2026-02-20,184,Web,Completada
10304,2026-02-21,135,Web,Completada
10305,2026-02-21,212,App,Devuelta
10306,2026-02-21,180,Web,Completada
10307,2026-02-21,197,Web,Devuelta
10308,2026-02-21,38,Web,Completada
10309,2026-02-21,298,App,Completada
10310,2026-02-21,265,Web,Completada
10311,2026-02-21,266,Web,Completada
10312,2026-02-21,292,App,Completada
10313,2026-02-22,77,App,Completada
10314,2026-02-22,274,Web,Completada
10315,2026-02-22,110,Marketplace,Completada
10316,2026-02-22,157,Web,Completada
10317,2026-02-22,207,Web,Completada
10318,2026-02-22,67,App,Completada
10319,2026-02-22,208,Web,Completada
10320,2026-02-23,137,App,Completada
10321,2026-02-23,107,App,Completada
10322,2026-02-23,215,App,Cancelada
10323,2026-02-23,229,App,Completada
10324,2026-02-23,24,App,Completada
10325,2026-02-23,214,Web,Completada
10326,2026-02-24,113,Marketplace,Completada
10327,2026-02-24,112,App,Completada
10328,2026-02-24,201,App,Completada
10329,2026-02-24,295,App,Cancelada
10330,2026-02-24,229,Marketplace,Cancelada
10331,2026-02-24,246,Web,Completada
10332,2026-02-24,48,Web,Completada
10333,2026-02-25,157,Web,Completada
10334,2026-02-25,183,App,Completada
10335,2026-02-25,216,App,Completada
10336,2026-02-25,61,Web,Completada
10337,2026-02-25,153,Web,Completada
10338,2026-02-25,174,Web,Completada
10339,2026-02-25,198,App,Cancelada
10340,2026-02-25,30,Web,Completada
10341,2026-02-25,208,App,Completada
10342,2026-02-25,244,App,Completada
10343,2026-02-26,65,App,Completada
10344,2026-02-26,158,Web,Completada
10345,2026-02-26,95,App,Completada
10346,2026-02-26,9,App,Completada
10347,2026-02-26,188,App,Completada
10348,2026-02-26,108,App,Completada
10349,2026-02-27,144,App,Cancelada
10350,2026-02-27,93,Web,Completada
10351,2026-02-27,292,Marketplace,Completada
10352,2026-02-27,95,Marketplace,Completada
10353,2026-02-27,202,App,Completada
10354,2026-02-27,149,Web,Completada
10355,2026-02-27,172,Marketplace,Completada
10356,2026-02-27,99,Web,Devuelta
10357,2026-02-27,194,Web,Completada
10358,2026-02-28,60,Web,Completada
10359,2026-02-28,35,Web,Completada
10360,2026-02-28,97,App,Cancelada
10361,2026-02-28,293,App,Completada
10362,2026-02-28,50,App,Completada
10363,2026-02-28,57,Marketplace,Completada
10364,2026-02-28,4,App,Completada
10365,2026-02-28,135,App,Devuelta
10366,2026-03-01,270,Web,Completada
10367,2026-03-01,254,Web,Completada
10368,2026-03-01,122,App,Completada
10369,2026-03-01,125,App,Completada
10370,2026-03-01,300,Web,Completada
10371,2026-03-01,95,App,Completada
10372,2026-03-02,82,Marketplace,Completada
10373,2026-03-02,109,Web,Completada
10374,2026-03-02,129,Web,Completada
10375,2026-03-02,288,App,Completada
10376,2026-03-02,283,Web,Completada
10377,2026-03-02,155,Web,Cancelada
10378,2026-03-02,4,Web,Completada
10379,2026-03-02,173,App,Completada
10380,2026-03-03,83,Web,Completada
10381,2026-03-03,75,App,Completada
10382,2026-03-03,65,Marketplace,Completada
10383,2026-03-03,87,App,Completada
10384,2026-03-03,182,Web,Completada
10385,2026-03-03,147,App,Completada
10386,2026-03-03,77,Web,Completada
10387,2026-03-04,286,App,Completada
10388,2026-03-04,102,Web,Completada
10389,2026-03-04,3,App,Completada
10390,2026-03-05,289,Web,Completada
10391,2026-03-05,281,Web,Completada
10392,2026-03-05,222,App,Completada
10393,2026-03-05,103,App,Completada
10394,2026-03-05,48,Web,Devuelta
10395,2026-03-05,116,App,Completada
10396,2026-03-05,95,App,Completada
10397,2026-03-05,93,App,Completada
10398,2026-03-05,276,Web,Completada
10399,2026-03-06,273,Web,Completada
10400,2026-03-06,152,Web,Completada
10401,2026-03-06,15,Web,Completada
10402,2026-03-06,264,Web,Cancelada
10403,2026-03-06,176,App,Cancelada
10404,2026-03-06,92,Marketplace,Completada
10405,2026-03-06,118,Web,Completada
10406,2026-03-06,184,Web,Completada
10407,2026-03-06,105,Web,Completada
10408,2026-03-06,191,Web,Completada
10409,2026-03-06,126,Marketplace,Completada
10410,2026-03-07,141,Web,Completada
10411,2026-03-07,200,App,Completada
10412,2026-03-07,296,App,Completada
10413,2026-03-07,74,App,Completada
10414,2026-03-07,200,Marketplace,Completada
10415,2026-03-07,271,App,Completada
10416,2026-03-07,57,App,Completada
10417,2026-03-07,122,Web,Completada
10418,2026-03-07,265,Marketplace,Completada
10419,2026-03-07,159,Web,Devuelta
10420,2026-03-08,46,App,Completada
10421,2026-03-08,91,App,Completada
10422,2026-03-08,155,App,Completada
10423,2026-03-08,155,App,Completada
10424,2026-03-08,46,Web,Completada
10425,2026-03-08,11,App,Completada
10426,2026-03-08,127,App,Completada
10427,2026-03-08,64,Web,Completada
10428,2026-03-08,144,App,Completada
10429,2026-03-08,285,App,Completada
10430,2026-03-08,77,Web,Completada
10431,2026-03-08,11,App,Completada
10432,2026-03-08,233,App,Completada
10433,2026-03-09,91,Marketplace,Completada
10434,2026-03-09,191,App,Cancelada
10435,2026-03-09,179,Web,Completada
10436,2026-03-09,276,Web,Completada
10437,2026-03-09,148,Web,Completada
10438,2026-03-09,283,App,Completada
10439,2026-03-09,258,Marketplace,Completada
10440,2026-03-10,153,Web,Cancelada
10441,2026-03-10,118,Web,Completada
10442,2026-03-10,30,,Completada
10443,2026-03-10,244,App,Completada
10444,2026-03-10,255,App,Completada
10445,2026-03-10,159,Web,Completada
10446,2026-03-10,84,Web,Completada
10447,2026-03-10,172,App,Completada
10448,2026-03-10,140,Web,Completada
10449,2026-03-11,104,Marketplace,Cancelada
10450,2026-03-11,159,App,Completada
10451,2026-03-11,9,Web,Completada
10452,2026-03-11,44,App,Devuelta
10453,2026-03-11,209,Web,Completada
10454,2026-03-12,43,Marketplace,Completada
10455,2026-03-12,188,Web,Completada
10456,2026-03-12,159,Marketplace,Completada
10457,2026-03-12,157,Marketplace,Completada
10458,2026-03-13,227,App,Completada
10459,2026-03-13,123,App,Cancelada
10460,2026-03-13,222,App,Devuelta
10461,2026-03-13,279,Web,Cancelada
10462,2026-03-13,109,Web,Completada
10463,2026-03-13,267,App,Completada
10464,2026-03-14,91,App,Completada
10465,2026-03-14,244,App,Completada
10466,2026-03-14,131,Web,Completada
10467,2026-03-14,214,Web,Completada
10468,2026-03-14,189,App,Completada
10469,2026-03-14,281,Web,Completada
10470,2026-03-14,186,App,Cancelada
10471,2026-03-14,21,Web,Completada
10472,2026-03-14,25,App,Completada
10473,2026-03-15,244,Web,Devuelta
10474,2026-03-15,135,App,Completada
10475,2026-03-15,12,App,Completada
10476,2026-03-15,88,Web,Completada
10477,2026-03-15,129,App,Completada
10478,2026-03-15,208,Web,Completada
10479,2026-03-15,257,Web,Completada
10480,2026-03-16,100,Web,Completada
10481,2026-03-16,46,App,Completada
10482,2026-03-16,25,App,Completada
10483,2026-03-16,214,Web,Completada
10484,2026-03-16,259,Web,Completada
10485,2026-03-16,231,App,Completada
10486,2026-03-17,180,App,Completada
10487,2026-03-17,148,Web,Completada
10488,2026-03-17,258,Web,Completada
10489,2026-03-17,100,App,Completada
10490,2026-03-17,217,Web,Cancelada
10491,2026-03-17,288,App,Completada
10492,2026-03-18,93,App,Completada
10493,2026-03-18,160,Marketplace,Completada
10494,2026-03-18,270,Web,Completada
10495,2026-03-18,79,App,Completada
10496,2026-03-19,217,Web,Cancelada
10497,2026-03-19,192,App,Completada
10498,2026-03-19,93,Web,Completada
10499,2026-03-19,193,Web,Devuelta
10500,2026-03-19,156,Marketplace,Cancelada
10501,2026-03-19,205,App,Completada
10502,2026-03-19,200,App,Completada
10503,2026-03-19,2,Web,Completada
10504,2026-03-19,147,App,Completada
10505,2026-03-19,221,Web,Completada
10506,2026-03-20,273,App,Completada
10507,2026-03-20,121,App,Completada
10508,2026-03-20,99,Marketplace,Completada
10509,2026-03-20,42,Marketplace,Completada
10510,2026-03-20,177,App,Completada
10511,2026-03-20,103,Web,Completada
10512,2026-03-20,119,Web,Completada
10513,2026-03-20,118,Web,Completada
10514,2026-03-20,296,Web,Completada
10515,2026-03-21,207,App,Completada
10516,2026-03-21,20,App,Devuelta
10517,2026-03-21,137,App,Completada
10518,2026-03-21,68,Web,Completada
10519,2026-03-21,59,Marketplace,Completada
10520,2026-03-21,18,Marketplace,Completada
10521,2026-03-21,82,Web,Completada
10522,2026-03-21,1,App,Completada
10523,2026-03-21,214,App,Completada
10524,2026-03-22,250,Web,Completada
10525,2026-03-22,94,Web,Completada
10526,2026-03-22,256,Web,Devuelta
10527,2026-03-22,44,Web,Completada
10528,2026-03-22,271,App,Cancelada
10529,2026-03-22,102,Marketplace,Completada
10530,2026-03-22,61,App,Completada
10531,2026-03-22,73,Marketplace,Completada
10532,2026-03-23,205,App,Completada
10533,2026-03-23,201,Web,Completada
10534,2026-03-23,226,Marketplace,Completada
10535,2026-03-23,219,Web,Completada
10536,2026-03-23,264,App,Completada
10537,2026-03-23,98,App,Completada
10538,2026-03-23,188,Marketplace,Completada
10539,2026-03-24,21,App,Completada
10540,2026-03-24,107,Marketplace,Completada
10541,2026-03-24,254,App,Cancelada
10542,2026-03-25,276,Marketplace,Completada
10543,2026-03-25,285,Marketplace,Completada
10544,2026-03-25,18,Marketplace,Completada
10545,2026-03-25,38,Web,Completada
10546,2026-03-25,135,Web,Completada
10547,2026-03-25,51,App,Completada
10548,2026-03-25,140,Marketplace,Completada
10549,2026-03-25,20,Web,Completada
10550,2026-03-26,280,App,Completada
10551,2026-03-26,179,Web,Completada
10552,2026-03-26,155,App,Completada
10553,2026-03-26,168,App,Devuelta
10554,2026-03-26,38,Web,Completada
10555,2026-03-26,82,App,Completada
10556,2026-03-27,172,App,Cancelada
10557,2026-03-27,213,Marketplace,Completada
10558,2026-03-27,299,App,Completada
10559,2026-03-27,72,Marketplace,Completada
10560,2026-03-27,219,Marketplace,Completada
10561,2026-03-27,16,App,Completada
10562,2026-03-28,2,,Completada
10563,2026-03-28,249,Web,Completada
10564,2026-03-28,238,Web,Completada
10565,2026-03-28,50,Marketplace,Completada
10566,2026-03-28,276,Web,Completada
10567,2026-03-28,77,Web,Completada
10568,2026-03-28,108,Web,Cancelada
10569,2026-03-28,12,Web,Completada
10570,2026-03-28,129,Marketplace,Completada
10571,2026-03-28,217,App,Completada
10572,2026-03-29,285,Web,Completada
10573,2026-03-29,113,App,Completada
10574,2026-03-29,27,Web,Completada
10575,2026-03-29,40,Web,Completada
10576,2026-03-29,103,Marketplace,Completada
10577,2026-03-29,236,App,Completada
10578,2026-03-30,211,App,Completada
10579,2026-03-30,47,Marketplace,Completada
10580,2026-03-30,176,Marketplace,Completada
10581,2026-03-30,207,Web,Completada
10582,2026-03-30,83,App,Completada
10583,2026-03-30,28,Web,Completada
10584,2026-03-31,76,App,Completada
10585,2026-03-31,67,Web,Completada
10586,2026-03-31,194,App,Completada
10587,2026-03-31,55,,Cancelada
10588,2026-03-31,169,Web,Completada
10589,2026-03-31,13,App,Completada
10590,2026-03-31,65,Marketplace,Completada
10591,2026-03-31,4,App,Completada
10592,2026-03-31,71,Web,Devuelta
10593,2026-04-01,92,Web,Completada
10594,2026-04-01,249,,Completada
10595,2026-04-01,122,Web,Completada
10596,2026-04-01,83,Web,Completada
10597,2026-04-01,80,App,Devuelta
10598,2026-04-01,241,App,Completada
10599,2026-04-02,91,App,Completada
10600,2026-04-02,273,Web,Completada
10601,2026-04-02,94,Web,Devuelta
10602,2026-04-02,76,App,Completada
10603,2026-04-02,212,Marketplace,Completada
10604,2026-04-02,11,Web,Completada
10605,2026-04-02,264,Web,Completada
10606,2026-04-02,3,Web,Completada
10607,2026-04-03,168,Marketplace,Completada
10608,2026-04-03,32,App,Completada
10609,2026-04-03,133,Marketplace,Completada
10610,2026-04-03,213,App,Completada
10611,2026-04-03,122,App,Completada
10612,2026-04-03,299,App,Completada
10613,2026-04-03,297,Web,Completada
10614,2026-04-03,241,App,Completada
10615,2026-04-04,202,Web,Completada
10616,2026-04-04,259,Web,Completada
10617,2026-04-04,291,App,Completada
10618,2026-04-04,69,Web,Completada
10619,2026-04-04,175,App,Completada
10620,2026-04-04,114,App,Completada
10621,2026-04-04,57,App,Completada
10622,2026-04-04,40,App,Completada
10623,2026-04-04,32,App,Cancelada
10624,2026-04-04,266,Web,Completada
10625,2026-04-04,2,App,Completada
10626,2026-04-05,247,Web,Completada
10627,2026-04-05,51,Web,Completada
10628,2026-04-05,173,App,Completada
10629,2026-04-05,203,Web,Completada
10630,2026-04-05,165,App,Completada
10631,2026-04-05,38,Web,Completada
10632,2026-04-05,281,Web,Completada
10633,2026-04-05,13,App,Completada
10634,2026-04-06,122,App,Devuelta
10635,2026-04-06,252,Web,Completada
10636,2026-04-06,284,Web,Completada
10637,2026-04-06,4,App,Completada
10638,2026-04-06,300,App,Completada
10639,2026-04-07,74,App,Completada
10640,2026-04-07,28,Web,Completada
10641,2026-04-07,214,App,Completada
10642,2026-04-07,218,Web,Completada
10643,2026-04-07,158,App,Completada
10644,2026-04-07,239,App,Completada
10645,2026-04-07,243,Web,Completada
10646,2026-04-07,25,Web,Cancelada
10647,2026-04-07,92,Web,Cancelada
10648,2026-04-08,8,App,Cancelada
10649,2026-04-08,100,App,Completada
10650,2026-04-09,300,App,Completada
10651,2026-04-09,216,Web,Completada
10652,2026-04-09,18,Web,Completada
10653,2026-04-09,88,App,Completada
10654,2026-04-09,226,,Completada
10655,2026-04-09,69,Web,Completada
10656,2026-04-09,34,Web,Completada
10657,2026-04-10,291,App,Cancelada
10658,2026-04-10,148,Marketplace,Completada
10659,2026-04-10,3,Web,Completada
10660,2026-04-10,284,Web,Completada
10661,2026-04-10,295,App,Completada
10662,2026-04-10,270,App,Completada
10663,2026-04-10,187,App,Completada
10664,2026-04-10,246,App,Completada
10665,2026-04-10,278,Marketplace,Completada
10666,2026-04-10,287,Web,Completada
10667,2026-04-11,227,App,Completada
10668,2026-04-11,8,App,Completada
10669,2026-04-11,201,App,Completada
10670,2026-04-11,102,Web,Completada
10671,2026-04-11,164,App,Cancelada
10672,2026-04-11,163,Web,Completada
10673,2026-04-11,169,App,Completada
10674,2026-04-12,260,App,Cancelada
10675,2026-04-12,114,Marketplace,Completada
10676,2026-04-12,246,Web,Devuelta
10677,2026-04-12,115,Web,Cancelada
10678,2026-04-12,121,App,Completada
10679,2026-04-12,105,App,Completada
10680,2026-04-12,262,App,Devuelta
10681,2026-04-12,53,Marketplace,Completada
10682,2026-04-12,143,App,Completada
10683,2026-04-13,295,App,Cancelada
10684,2026-04-13,103,Web,Completada
10685,2026-04-13,172,App,Completada
10686,2026-04-13,115,Marketplace,Completada
10687,2026-04-13,157,App,Cancelada
10688,2026-04-13,70,App,Completada
10689,2026-04-13,40,App,Completada
10690,2026-04-13,270,Web,Completada
10691,2026-04-13,123,Web,Completada
10692,2026-04-13,106,Marketplace,Completada
10693,2026-04-13,90,Web,Completada
10694,2026-04-13,93,Web,Completada
10695,2026-04-14,161,Web,Completada
10696,2026-04-14,201,Marketplace,Completada
10697,2026-04-14,170,Web,Completada
10698,2026-04-14,35,Web,Devuelta
10699,2026-04-14,296,Web,Completada
10700,2026-04-15,273,App,Completada
10701,2026-04-15,300,Marketplace,Completada
10702,2026-04-15,298,App,Completada
10703,2026-04-15,159,App,Completada
10704,2026-04-15,125,Marketplace,Completada
10705,2026-04-15,36,Web,Completada
10706,2026-04-15,226,App,Completada
10707,2026-04-16,266,Marketplace,Cancelada
10708,2026-04-16,144,Marketplace,Completada
10709,2026-04-16,179,Web,Completada
10710,2026-04-16,164,Marketplace,Completada
10711,2026-04-16,40,App,Completada
10712,2026-04-17,53,App,Completada
10713,2026-04-17,37,App,Completada
10714,2026-04-17,26,App,Completada
10715,2026-04-17,48,App,Completada
10716,2026-04-17,91,Web,Completada
10717,2026-04-17,136,Web,Completada
10718,2026-04-18,186,App,Completada
10719,2026-04-18,149,App,Completada
10720,2026-04-18,202,Marketplace,Devuelta
10721,2026-04-18,114,Marketplace,Completada
10722,2026-04-18,165,App,Completada
10723,2026-04-18,3,App,Completada
10724,2026-04-18,210,Web,Completada
10725,2026-04-18,9,App,Completada
10726,2026-04-18,151,Marketplace,Devuelta
10727,2026-04-19,146,Marketplace,Completada
10728,2026-04-19,281,App,Completada
